Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|13/12/2024|Vente en l'état futur d'achèvement|2340000,00|||||||SAINT-ETIENNE|42|218||CL|123||202||||||||||1||||||||
|||||||000001|27/11/2024|Vente|182000,00||||B054|LA FAVERGE|42410|PELUSSIN|42|168||C|2148||||||||||||0||||||BR|PIN|8304
|||||||000001|20/12/2024|Vente|138359,00|2920||RTE|0230|DE SAINT ANDRE|42210|SAINT-CYR-LES-VIGNES|42|214||ZP|82||||||||||||0|3|Dépendance||0|0|S||575
|||||||000001|16/12/2024|Vente|144000,00|8|C|RUE|0001|DE L ANDEOLAISE|42131|LA VALLA EN GIER|42|322||AB|433||3||||||||||1|2|Appartement||537|6|||
|||||||000001|18/12/2024|Vente|2035000,00|||RUE|5780|MATHIEU DE LA DROME|42000|SAINT-ETIENNE|42|218||DR|69||||||||||||0||||||AB||2900
|||||||000001|02/12/2024|Vente|114000,00|19||BD|0780|PASTEUR|42110|FEURS|42|94||AH|93||||||||||||0|1|Maison||56|3|S||448
|||||||000001|27/12/2024|Vente|480000,00|49||RUE|3240|ETIENNE BOISSON|42000|SAINT-ETIENNE|42|218||AO|80||||||||||||0|2|Appartement||64|4|S||244
|||||||000001|16/01/2024|Vente|200000,00||||B073|LARMAT SUD|42310|VIVANS|42|337||C|210||||||||||||0||||||P||13690
|||||||000001|02/04/2024|Vente|81845,00|27||RUE|1690|JOSEPH DECHELETTE|42300|ROANNE|42|187||AB|76||1|23,24|||||||||1|2|Appartement||26|1|||
|||||||000001|16/04/2024|Vente|19000,00||||B035|LES SALLES|42370|SAINT-ANDRE-D APCHON|42|199||B|993||||||||||||0||||||BR|SAPIN|1840
|||||||000001|29/04/2024|Vente|5000,00||||B024|RHUE|42430|CHAMPOLY|42|47||A|51||||||||||||0||||||BT||560
|||||||000001|07/05/2024|Vente|26683,40||||B019|GOUTTE ROUGE|42155|VILLEMONTAIS|42|331||B|383||||||||||||0||||||BT||2250
|||||||000001|06/05/2024|Vente|187995,00|116||IMP|0082|DU BOUVREUIL|42370|SAINT-ANDRE-D APCHON|42|199||AH|17||||||||||||0|1|Maison||93|4|S||500
|||||||000001|04/06/2024|Vente|135000,00|3||RUE|0059|DU FOUR A CHAUX|42510|BALBIGNY|42|11||AH|5||||||||||||0|4|Local industriel. commercial ou assimilé||165|0|S||297
|||||||000001|17/06/2024|Vente|2000,00||||B004|LE BOURG|42370|SAINT-ALBAN-LES-EAUX|42|198||AE|125||||||||||||0||||||VI||1337
|||||||000001|12/06/2024|Vente|124450,00|41||RTE|0140|DE COMMELLE|42120|LE COTEAU|42|71||AO|88||29||42|89,32|||||||2|3|Dépendance||0|0|||
|||||||000002|07/06/2024|Vente|120000,00||||B022|LES BROSSES|42820|AMBIERLE|42|3||D|3601||||||||||||0||||||P||7887
|||||||000001|17/06/2024|Vente|297000,00|74||IMP|0230|DU COLOMBIER|42120|SAINT-VINCENT-DE-BOISSET|42|294||AL|4||||||||||||0|1|Maison||130|6|AG||1387
|||||||000001|18/06/2024|Vente|97000,00||||B032|LES FORESTS|42260|SAINT-MARTIN-LA-SAUVETE|42|260||B|1629||||||||||||0||||||P||79
|||||||000001|26/06/2024|Vente|55450,00|224||RUE|1030|SAINT ALBAN|42153|RIORGES|42|184||AK|378||104|58,47|108||||||||2|2|Appartement||57|3|||
|||||||000001|26/06/2024|Vente|1,00||||B041|PETERENARD|42190|CHANDON|42|48||C|1802||||||||||||0||||||S||338
|||||||000001|12/07/2024|Vente|85000,00|12||RUE|2470|ROGER SALENGRO|42300|ROANNE|42|187||AL|555||427|37,20|||||||||1|4|Local industriel. commercial ou assimilé||36|0|||
|||||||000001|09/07/2024|Vente|275000,00|88||CHE|0513|JACQUES PREVERT|42153|RIORGES|42|184||AO|202||||||||||||0|1|Maison||149|7|S||663
|||||||000001|23/07/2024|Vente|140000,00||||B070|LES ESSARTS SUD|42430|CHERIER|42|61||C|420||||||||||||0||||||P||1063
|||||||000002|26/07/2024|Vente|149000,00|37||RTE|0035|DE COMMELLE|42123|SAINT-CYR-DE-FAVIERES|42|212||A|1259||||||||||||0|1|Maison||113|4|||
|||||||000001|01/08/2024|Vente|88300,00|32||RUE|2360|RABELAIS|42300|ROANNE|42|187||AY|284||8|76,59|||||||||1|3|Dépendance||0|0|||
|||||||000001|11/07/2024|Vente|28800,00||||B018|VILLENEUVE|42260|LURE|42|125||B|603||||||||||||0||||||BR|PIN|57
|||||||000001|30/08/2024|Vente|82000,00|894||CHE|0076|DU HALAGE|42300|VILLEREST|42|332||BT|111||||||||||||0||||||AG||1732
|||||||000001|16/09/2024|Vente|35800,00|33||RUE|1220|FERDINAND BUISSON|42300|ROANNE|42|187||AX|288||12||3|38,27|7||||||3|2|Appartement||37|1|||
|||||||000001|30/08/2024|Vente|250,00|108||ALL|0204|DU HIBOU|42300|VILLEREST|42|332||BD|324||||||||||||0||||||S||1
|||||||000002|20/09/2024|Vente|1447,20|||AV|0092|CHARLES DE GAULLE|42300|MABLY|42|127||BA|88||||||||||||0||||||J|POTAG|114
|||||||000001|06/09/2024|Vente|249339,67|||CHE|1330|GARDET|42300|ROANNE|42|187||BE|515||||||||||||0||||||S||96
|||||||000001|01/10/2024|Vente|130000,00||||B003|AUX AIRES|42720|POUILLY-SOUS-CHARLIEU|42|177||B|29||||||||||||0||||||P||4579
|||||||000001|28/10/2024|Vente|244900,00|256||RUE|0083|DES HAUTS DE LA MIRANDOLE|42300|VILLEREST|42|332||BK|153||||||||||||0|1|Maison||107|5|AG||1740
|||||||000001|17/12/2024|Vente|105000,00|28||AV|1320|GAMBETTA|42300|ROANNE|42|187||AE|191||128|34,70|214||||||||2|2|Appartement||34|1|||
|||||||000001|17/12/2024|Vente|75000,00|252||RUE|0046|DE BRIENNON|42720|POUILLY-SOUS-CHARLIEU|42|177||D|2333||||||||||||0||||||S||39
|||||||000001|18/12/2024|Vente|447000,00|15||RUE|2270|PIERRE DEPIERRE|42300|ROANNE|42|187||AM|851||||||||||||0|3|Dépendance||0|0|S||163
|||||||000001|31/12/2024|Vente|275964,25||||B011|CHEZ CHERBU|42630|SAINT-VICTOR-SUR-RHINS|42|293||AO|180||||||||||||0||||||P||35
|||||||000001|19/12/2024|Vente|616970,30||||B020|DOMAINE DE LA RIVOIRE|42190|CHARLIEU|42|52||AI|101||||||||||||0||||||S||276
|||||||000001|27/12/2024|Vente|105000,00|162||RTE|0063|DE LA GONNE|42750|MARS|42|141||A|1339||||||||||||0|3|Dépendance||0|0|S||500
|||||||000001|23/12/2024|Vente|100000,00|1059||RTE|0395|DU PINAY|42510|BUSSIERES|42|29||B|349||||||||||||0|3|Dépendance||0|0|S||1045
|||||||000001|10/01/2024|Vente|580000,00|9027||CHEM|0046|DES CHIROUZES|43700|COUBON|43|78||AD|1482||||||||||||0|1|Maison||150|6|P||1307
|||||||000001|17/01/2024|Vente|141500,00|55||AV|1340|MARECHAL FOCH|43000|LE PUY EN VELAY|43|157||AV|291||27||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/01/2024|Vente|9213,00||||B246|GARAY DU FRAISSE|43810|ROCHE-EN-REGNIER|43|164||AH|68||||||||||||0||||||T||3160
|||||||000001|17/01/2024|Vente|16000,00||||B052|MALESCOT EST|43700|SAINT-GERMAIN-LAPRADE|43|190||AK|99||||||||||||0||||||P||2780
|||||||000001|26/01/2024|Vente|750,00||||B109|RIOLLET|43230|PAULHAGUET|43|148||AP|40||||||||||||0||||||L||1405
|||||||000001|25/01/2024|Vente|12479,80||||B047|MALFANT|43270|LA CHAPELLE BERTIN|43|57||B|918||||||||||||0||||||PA|PATUR|1590
|||||||000001|30/01/2024|Vente|45000,00||||B053|LES HUISSIERS|43170|ESPLANTAS-VAZEILLES|43|90||A|279||||||||||||0||||||T||2381
|||||||000002|01/02/2024|Vente|170000,00||||B007|BESSEYROU|43150|LES ESTABLES|43|91||BI|17||||||||||||0||||||PA|PATUR|36860
|||||||000001|13/02/2024|Vente|8836,83||||B029|LE CHAMBON|43320|LOUDES|43|124||D|152||||||||||||0||||||P||4660
|||||||000001|09/02/2024|Vente|17000,00||||B158|COSTE PRIE|43450|BLESLE|43|33||ZS|79||||||||||||0||||||S||1011
|||||||000001|20/02/2024|Vente|94639,00||||B232|LA TERRE DE L EGLISE|43370|ST CHRISTOPHE SUR DOLAIZON|43|174||A|555||||||||||||0||||||T||1426
|||||||000001|20/02/2024|Vente|94639,00||||B141|LES HOMENAILLES|43370|ST CHRISTOPHE SUR DOLAIZON|43|174||B|676||||||||||||0||||||PA|PATUR|4022
|||||||000001|20/02/2024|Vente|94639,00||||B177|LES PATURAUX|43370|ST CHRISTOPHE SUR DOLAIZON|43|174||B|859||||||||||||0||||||P||2360
|||||||000001|21/02/2024|Vente|5000,00||||B118|LES PRADES|43160|SAINT-PAL-DE-SENOUIRE|43|214||AB|66||||||||||||0||||||P||3477
|||||||000002|12/02/2024|Echange|||||B007|LES CHAMPS|43230|LA CHOMETTE|43|72||B|196||||||||||||0||||||P||4110
|||||||000001|29/02/2024|Vente|11500,00||||B050|LES RIALLOUS|43490|VIELPRAT|43|263||B|206||||||||||||0||||||PA|PATUR|75
|||||||000001|13/03/2024|Vente|6000,00||||B035|FOURNIER|43200|BEAUX|43|24||A|109||||||||||||0||||||P||2311
|||||||000001|05/03/2024|Vente|13000,00||||B223|LES RIBES|43210|BAS-EN-BASSET|43|20||L|236||||||||||||0||||||P||1910
|||||||000001|11/03/2024|Vente|315000,00|42||RUE|0020|D ANNONAY|43190|TENCE|43|244||AY|100||||||||||||0|3|Dépendance||0|0|S||518
|||||||000001|19/03/2024|Vente|14000,00||||B083|LE PATURAL|43220|DUNIERES|43|87||AT|163||||||||||||0||||||BF||7230
|||||||000001|15/03/2024|Vente|21598,00||||B140|LES CHAMPS HAUTS|43580|MONISTROL-D ALLIER|43|136||C|249||||||||||||0||||||BF||42200
|||||||000001|26/03/2024|Vente|2000,00||||B052|LE REY|43300|CHAZELLES|43|68||A|180||||||||||||0||||||L||455
|||||||000001|03/04/2024|Vente|183305,00|||CHE|0096|DU BATAILLON|43330|PONT-SALOMON|43|153||AD|80||||||||||||0||||||AG||1048
|||||||000001|22/03/2024|Vente|60500,00|4||RUE|0017|DU LAVOIR|43800|LAVOUTE-SUR-LOIRE|43|119||AA|206||||||||||||0|1|Maison||80|3|S||88
|||||||000001|08/03/2024|Vente|3600,00||||B151|MATON|43290|MONTREGARD|43|142||C|156||||||||||||0||||||BR|SAPIN|1291
|||||||000001|27/03/2024|Vente|48000,00|5266|||B045|LES FLOTTES|43100|LAMOTHE|43|110||B|467||||||||||||0|3|Dépendance||0|0|S||585
|||||||000001|28/03/2024|Vente|165000,00||||B147|LE PRADET|43150|ALLEYRAC|43|4||B|499||||||||||||0||||||P||3710
|||||||000001|08/04/2024|Vente|190000,00|1||LOT|A020|LA VALADE|43130|RETOURNAC|43|162||BC|237||||||||||||0|1|Maison||94|4|S||986
|||||||000001|05/04/2024|Vente|60000,00||||B522|FOUANT DE FAVELLE|43340|SAINT-HAON|43|192||G|418||||||||||||0||||||T||4095
|||||||000002|26/03/2024|Vente|140500,00||||B113|LOU GOURGIAS|43150|SAINT-MARTIN-DE-FUGERES|43|210||A|1278||||||||||||0||||||S||2590
|||||||000001|12/04/2024|Vente|141850,00|9001||RUE|1373|MAURICE BARRES|43000|LE PUY EN VELAY|43|157||AK|86||128||139|81,25|||||||2|2|Appartement||81|5|||
|||||||000001|05/04/2024|Vente|140000,00|9035||AV|0120|DE LA GARE|43130|RETOURNAC|43|162||BI|443||||||||||||0|2|Appartement||65|3|S||194
|||||||000001|24/04/2024|Vente|177700,00|14||PL|0074|JEAN MOULIN|43370|CUSSAC-SUR-LOIRE|43|84||AE|136||||||||||||0|3|Dépendance||0|0|S||585
|||||||000001|30/04/2024|Vente|2910,00||||B066|LE SUCHAS|43430|CHAMPCLAUSE|43|53||B|288||||||||||||0||||||PA|PATUR|3730
|||||||000001|25/04/2024|Vente|302300,00||||B031|CHEYRAC|43800|SAINT-VINCENT|43|230||C|1519||||||||||||0||||||AG||2000
|||||||000001|22/04/2024|Vente|16000,00||||B058|LA SAGNE|43130|SAINT-ANDRE-DE-CHALENCON|43|166||B|882||||||||||||0||||||PA|PATUR|1570
|||||||000001|03/05/2024|Vente|||||B042|LES NARCES|43150|FREYCENET-LA-CUCHE|43|97||AD|25||||||||||||0||||||PA|PATUR|4820
|||||||000001|28/05/2024|Vente|10000,00||||B038|LE CHAUSSE DU BAS|43100|LAVAUDIEU|43|117||ZC|12||||||||||||0||||||P||4586
|||||||000001|15/06/2024|Vente|3000,00||||B011|LA CORNEYRE|43230|VALS-LE-CHASTEL|43|250||AD|66||||||||||||0||||||BT||1475
|||||||000001|09/07/2024|Vente|9568,00||||B027|LES BUGES|43370|ST CHRISTOPHE SUR DOLAIZON|43|174||B|39||||||||||||0||||||T||14510
|||||||000001|13/07/2024|Vente|57000,00||||B433|LES GARAYS|43200|YSSINGEAUX|43|268||F|520||||||||||||0||||||T||14950
|||||||000001|23/07/2024|Vente|189350,00|6||RUE|0316|DE CHAMBLAS|43320|SANSSAC-L EGLISE|43|233||AL|73||||||||||||0|1|Maison||106|4|S||1094
|||||||000001|01/08/2024|Vente|50000,00||||B112|LA PLANCHE|43380|AUBAZAT|43|11||C|592||||||||||||0||||||L||233
|||||||000002|24/07/2024|Vente|1500,00||||B006|BOIS DE CHELETTE|43320|SAINT-VIDAL|43|229||B|694||||||||||||0||||||B||305
|||||||000001|31/07/2024|Vente|380000,00|5044|||B115|JOURCHANNES|43440|CHASSIGNOLLES|43|64||AB|2||||||||||||0|3|Dépendance||0|0|S||1658
|||||||000001|24/07/2024|Vente|160000,00|1||CHE|0206|DES ECOLIERS|43120|MONISTROL-SUR-LOIRE|43|137||BH|456||||||||||||0|3|Dépendance||0|0|S||100
|||||||000001|06/08/2024|Vente|75000,00|21|||B157|LE RUISSEAU|43260|SAINT-JULIEN-CHAPTEUIL|43|200||AB|82||||||||||||0|1|Maison||80|4|S||238
|||||||000001|29/07/2024|Vente|169000,00||||B053|FONTANNES|43500|JULLIANGES|43|108||A|3314||||||||||||0||||||S||461
|||||||000001|27/08/2024|Vente|2571,75||||B054|COSTE DE LIASSAT|43170|THORAS|43|245||B|216||||||||||||0||||||BR|PIN|15402
|||||||000001|30/08/2024|Vente|18319,00||||B176|LA RASE|43190|TENCE|43|244||BH|64||||||||||||0||||||BR|PIN|5240
|||||||000001|29/08/2024|Vente|170000,00||||B227|ROBADE|43370|BAINS|43|18||C|305||||||||||||0||||||T||25900
|||||||000001|06/09/2024|Vente|115000,00|14||RUE|0180|LAURENT BROLLES|43750|VALS-PRES-LE-PUY|43|251||AI|84||||||||||||0|1|Maison||59|2|S||40
|||||||000001|19/08/2024|Vente|544,34||||B342|LE MEYGAL|43200|ARAULES|43|7||B|879||||||||||||0||||||T||1601
|||||||000001|10/09/2024|Vente|105000,00||||B090|LE TOURET|43200|BEAUX|43|24||C|1673||||||||||||0||||||T||890
|||||||000002|12/09/2024|Echange|2000,00||||B113|ONZILLON|43150|CHADRON|43|47||B|2931||||||||||||0||||||P||55
|||||||000001|30/08/2024|Vente|65000,00||||B035|LE FRAYSSE|43510|SENEUJOLS|43|238||C|429||||||||||||0||||||T||4038
|||||||000001|10/09/2024|Vente|2103,40||||B008|BOIS DU CROS|43260|SAINT-HOSTIEN|43|194||C|659||||||||||||0||||||BR|PIN|11990
|||||||000001|17/09/2024|Vente|40000,00||||B011|LE BOURG|43300|SAINT-JULIEN-DES-CHAZES|43|202||AB|17||||||||||||0||||||J||137
|||||||000001|18/09/2024|Vente|2000,00||||B036|FOUANT GOURBET|43270|LA CHAPELLE BERTIN|43|57||C|511||||||||||||0||||||BR|PIN|1090
|||||||000001|27/09/2024|Vente|5000,00||||B060|COMBRES|43590|BEAUZAC|43|25||L|1452||||||||||||0||||||S||187
|||||||000001|18/09/2024|Vente|133000,00||||B792|PRA MOULY|43200|YSSINGEAUX|43|268||E|231||||||||||||0||||||PA|PATUR|3027
|||||||000001|17/09/2024|Vente|2100,00||||B654|MONTAIGU|43200|YSSINGEAUX|43|268||G|1098||||||||||||0||||||BR|SAPIN|19120
|||||||000001|02/10/2024|Vente|3240,00||||B417|LA CROIX|43340|SAINT-HAON|43|192||AH|131||||||||||||0||||||P||7210
|||||||000001|27/09/2024|Vente|98000,00||||B408|LOUCHE|43810|ROCHE-EN-REGNIER|43|164||AI|427||||||||||||0||||||L||122
|||||||000001|14/10/2024|Vente|104000,00|9003||RUE|0032|DU FORGERON|43800|ROSIERES|43|165||H|142||||||||||||0|3|Dépendance||0|0|S||77
|||||||000001|30/10/2024|Vente|60000,00|36||RUE|0608|DES VERRERIES|43250|SAINTE-FLORINE|43|185||AK|698||||||||||||0|3|Dépendance||0|0|S||1333
|||||||000001|02/12/2024|Vente|91000,00|11||RUE|0487|DE MEGECOSTE|43250|SAINTE-FLORINE|43|185||AI|19||||||||||||0|1|Maison||72|4|S||204
|||||||000001|25/11/2024|Vente|144,00||||B290|DEVANT LA MAISON|43800|VOREY|43|267||AI|204||||||||||||0||||||J||480
|||||||000001|06/12/2024|Vente|85000,00|1||CHE|0010|DES ECOLIERS|43600|LES VILLETTES|43|265||AC|229||||||||||||0|1|Maison||80|1|S||105
|||||||000001|06/12/2024|Vente|11500,00||||B017|LA COSTE FAYOLLE|43200|LE PERTUIS|43|150||B|284||||||||||||0||||||T||4201
|||||||000001|03/12/2024|Vente|86925,00|73||AV|1340|MARECHAL FOCH|43000|LE PUY EN VELAY|43|157||AV|264||15||48||||||||2|2|Appartement||67|3|||
|||||||000002|12/01/2024|Vente|440,00|1||RUE|1669|MICKAEL FARADAY|44800|ST-HERBLAIN|44|162||BW|1308||||||||||||0||||||S||22
|||||||000002|24/01/2024|Vente|10360,00||||B919|LES LANDES|44521|COUFFE|44|48||XE|250||||||||||||0||||||T||2315
|||||||000001|23/01/2024|Vente|393000,00|7||CHEM|1532|DE LA RAMEE|44120|VERTOU|44|215||CO|420||||||||||||0|1|Maison||100|5|S||285
|||||||000001|26/01/2024|Vente|215000,00|3|T|BD|5636|MICHELET|44000|NANTES|44|109||NV|209||14||18|48,51|||||||2|3|Dépendance||0|0|||
|||||||000001|25/01/2024|Vente|185000,00|3||RUE|0170|ARISTIDE NOGUES|44400|REZE|44|143||AW|396||8||||||||||1|2|Appartement||75|4|||
|||||||000001|11/01/2024|Vente|7000,00||||B099|GAUTRON|44116|VIEILLEVIGNE|44|216||YK|181||||||||||||0||||||S||634
|||||||000001|22/01/2024|Vente|812000,00|10||RUE|0868|DU GRAND FAY|44120|VERTOU|44|215||DK|566||||||||||||0|1|Maison||204|6|S||500
|||||||000001|12/01/2024|Vente|230000,00|7||RUE|0131|LUCAS CHAMPIONNIERE|44680|SAINT-MARS-DE-COUTAIS|44|178||AI|135||||||||||||0|1|Maison||109|5|S||686
|||||||000001|05/02/2024|Vente|136000,00|65||BD|6596|PIERRE DE COUBERTIN|44100|NANTES|44|109||LY|70||132||21|65,67|||||||2|3|Dépendance||0|0|||
|||||||000001|25/01/2024|Vente|765,00||||C667|LA TREMBLAIE|44310|SAINT-COLOMBAN|44|155||D|1342||||||||||||0||||||T||4560
|||||||000001|15/02/2024|Vente|100000,00||||B104|DURASSERIE|44450|DIVATTE-SUR-LOIRE|44|29||ZX|502||||||||||||0||||||S||20
|||||||000001|16/02/2024|Vente|327000,00|2||RUE|0059|DE LA BOURSETTE|44450|SAINT-JULIEN-DE-CONCELLES|44|169||ZS|35||||||||||||0|1|Maison||93|3|S||378
|||||||000001|28/02/2024|Vente|924000,00|28||RUE|0004|DE LA CHENARDIERE|44115|HAUTE-GOULAINE|44|71||AV|135||||||||||||0|3|Dépendance||0|0|S||504
|||||||000001|21/02/2024|Vente|455000,00|3||RUE|8361|VEPHIAN|44000|NANTES|44|109||BX|621||4||||||||||1|1|Maison||103|5|||
|||||||000001|28/02/2024|Vente|335000,00|123||AV|0471|CLAUDE ANTOINE PECCOT|44700|ORVAULT|44|114||AW|194||161||||||||||1|3|Dépendance||0|0|||
|||||||000001|21/02/2024|Vente|825000,00||||B324|PANVEAU|44118|CHEVROLIERE (LA)|44|41||F|764||||||||||||0||||||T||14950
|||||||000001|01/03/2024|Vente|1753,92||||B853|LES DEFATS|44150|ANCENIS-SAINT-GEREON|44|3|160|AR|120||||||||||||0||||||P||1655
|||||||000001|05/03/2024|Vente|252500,00|46||RUE|7640|ST JACQUES|44200|NANTES|44|109||DP|87||10||||||||||1|2|Appartement||29|2|||
|||||||000001|08/03/2024|Vente|140000,00|18||RUE|3411|GABRIEL GOUDY|44200|NANTES|44|109||DP|219||332||658|47,20|||||||2|3|Dépendance||0|0|||
|||||||000001|21/03/2024|Vente|320000,00|33||BD|3412|GABRIEL GUIST HAU|44000|NANTES|44|109||HS|433||53|72,44|75||||||||2|3|Dépendance||0|0|||
|||||||000001|05/04/2024|Vente|230000,00||||B208|LA PRIAUTE|44190|SAINT-HILAIRE-DE-CLISSON|44|165||ZC|217||||||||||||0||||||S||226
|||||||000001|08/04/2024|Vente|6500,00||||B253|LA COURTERIE|44522|ROCHE BLANCHE (LA)|44|222||ZN|55||||||||||||0||||||T||3493
|||||||000001|02/04/2024|Vente|2205,50||||B103|LE CLOS MOREAU|44430|LANDREAU (LE)|44|79||CV|36||||||||||||0||||||VI||3803
|||||||000001|11/04/2024|Vente|121000,00|9|B|RUE|0728|DE BELLEVILLE|44100|NANTES|44|109||HV|196||30||8|33,68|||||||2|3|Dépendance||0|0|||
|||||||000001|21/03/2024|Vente|3650,00||||B113|LE CLOS DU PAS LOUELLE|44340|BOUGUENAIS|44|20||BH|21||||||||||||0||||||T||94
|||||||000001|17/04/2024|Vente|215000,00|50||RUE|1252|DE RENAC|44110|CHATEAUBRIANT|44|36||AP|58||||||||||||0|1|Maison||91|4|S||531
|||||||000001|12/04/2024|Vente|125800,00|4||RUE|6590|PIERRE BOUGUER|44300|NANTES|44|109||AX|606||24||||||||||1|2|Appartement||83|4|||
|||||||000001|22/02/2024|Vente|171000,00||||B050|LA BREVERE|44430|REMAUDIERE (LA)|44|141||A|858||||||||||||0||||||T||120
|||||||000001|29/03/2024|Vente|250000,00|131||RUE|0710|DE LA JAUNAIE|44230|ST SEBASTIEN SUR LOIRE|44|190||CZ|375||300||||||||||1|3|Dépendance||0|0|||
|||||||000001|11/04/2024|Vente|299500,00|16||ALL|2888|JEAN ROSTAND|44470|CARQUEFOU|44|26||BS|45||122||136||||||||2|2|Appartement||85|4|||
|||||||000001|17/04/2024|Vente|222300,00|5||PL|2064|ARISTIDE BRIAND|44470|CARQUEFOU|44|26||BO|68||20||||||||||1|3|Dépendance||0|0|||
|||||||000001|15/04/2024|Vente|120000,00||||B156|LE BOURG LE TERTRE|44110|SAINT-AUBIN-DES-CHATEAUX|44|153||AB|371||||||||||||0||||||S||23
|||||||000001|15/04/2024|Vente|65000,00|130||RUE|6200|PAUL BELLAMY|44000|NANTES|44|109||MS|417||248|37,66|7||||||||2|3|Dépendance||0|0|||
|||||||000001|19/04/2024|Vente|173000,00|41||RUE|6204|PAUL BERT|44100|NANTES|44|109||KW|608||22|54,07|||||||||1|3|Dépendance||0|0|||
|||||||000001|02/05/2024|Vente|189000,00|570||RUE|0990|RENE URIEN|44150|ANCENIS-SAINT-GEREON|44|3||BH|190||||||||||||0|3|Dépendance||0|0|S||2789
|||||||000001|03/05/2024|Vente|3000,00||||B117|CRIPORT|44120|VERTOU|44|215||DS|738||||||||||||0||||||T||130
|||||||000001|03/05/2024|Vente|130000,00|8||RUE|2476|DIDIENNE|44000|NANTES|44|109||EZ|344||7|46,63|||||||||1|2|Appartement||55|2|||
|||||||000001|07/05/2024|Vente|37133,60|29||RTE|0172|DU FLEUVE|44450|SAINT-JULIEN-DE-CONCELLES|44|169||YR|489||||||||||||0|3|Dépendance||0|0|S||112
|||||||000001|30/05/2024|Vente|82000,00|14||RUE|0980|MICHEL GRIMAULT|44110|CHATEAUBRIANT|44|36||BI|637||2|186,23|||||||||1|4|Local industriel. commercial ou assimilé||200|0|||
|||||||000001|13/05/2024|Vente|37000,00|5400|B||C958|LA PAPINIERE|44440|PANNECE|44|118||ZX|175||||||||||||0|3|Dépendance||0|0|S||128
|||||||000001|22/05/2024|Vente en l'état futur d'achèvement|30728756,00|43||RUE|5480|MASSENET|44300|NANTES|44|109||OS|448||269||||||||||1||||||||
|||||||000001|27/05/2024|Vente|160000,00||||D662|LA PREE|44110|ERBRAY|44|54||YI|13||||||||||||0||||||P||1490
|||||||000001|28/05/2024|Vente|||||B034|LA BONDE|44330|CHAPELLE-HEULIN (LA)|44|32||AK|417||||||||||||0||||||S||96
|||||||000001|29/05/2024|Vente|13000,00||||B052|BEAU SOLEIL|44700|ORVAULT|44|114||G|79||||||||||||0||||||P||5795
|||||||000001|21/05/2024|Vente|150000,00|7||RUE|7782|DES SALICORNES|44200|NANTES|44|109||CN|102||10|45,41|96||||||||2|2|Appartement||45|2|||
|||||||000001|30/05/2024|Vente|49000,00||||B177|LES CHAMPS DE TAUPIN|44540|VALLONS-DE-L'ERDRE|44|180||ZL|23||||||||||||0||||||T||28733
|||||||000001|03/06/2024|Vente|520000,00|25||AV|1831|DE LA VOIE LACTEE|44700|ORVAULT|44|114||BS|195||||||||||||0|1|Maison||33|2|S||610
|||||||000001|06/06/2024|Vente|19000,00|5|||B205|LE CHATEAU DU GRAND BOIS|44310|SAINT-COLOMBAN|44|155||G|1368||||||||||||0||||||S||182
|||||||000001|29/05/2024|Vente|120000,00|37||BD|4464|JEAN INGRES|44100|NANTES|44|109||LO|66||2||||||||||1|2|Appartement||38|2|||
|||||||000001|10/06/2024|Vente|95000,00||||B119|LE GRESSIN|44450|SAINT-JULIEN-DE-CONCELLES|44|169||YA|192||||||||||||0||||||S||437
|||||||000001|10/06/2024|Vente|85000,00|11||RUE|6640|DU PIN|44300|NANTES|44|109||NT|797||57|21,21|||||||||1|2|Appartement||20|1|||
|||||||000001|14/06/2024|Vente|265000,00|15||RUE|0448|DE LA NOE DES YONNIERES|44850|SAINT-MARS-DU-DESERT|44|179||AD|296||||||||||||0|1|Maison||92|4|S||309
|||||||000001|05/06/2024|Vente|208900,00|7||RUE|0210|DU PRESSOIR|44860|SAINT-AIGNAN-GRANDLIEU|44|150||AZ|145||||||||||||0|3|Dépendance||0|0|S||170
|||||||000001|29/05/2024|Vente|385700,00||||C088|PRE DU BIGNON|44700|ORVAULT|44|114||CX|625||||||||||||0||||||S||61
|||||||000001|25/06/2024|Vente|50000,00||||B166|LA CHEVALERIE|44270|SAINT-ETIENNE-DE-MER-MORTE|44|157||ZS|158||||||||||||0||||||S||11
|||||||000001|01/07/2024|Vente|467500,00|15||RUE|5494|MAURICE BARLIER|44100|NANTES|44|109||IL|132||||||||||||0|1|Maison||163|6|S||452
|||||||000001|18/06/2024|Vente|137000,00|45||QUAI|5201|MAGELLAN|44000|NANTES|44|109||EI|76||45|25,25|||||||||1|2|Appartement||34|2|||
