Identifiant de document|Reference document|1 Articles CGI|2 Articles CGI|3 Articles CGI|4 Articles CGI|5 Articles CGI|No disposition|Date mutation|Nature mutation|Valeur fonciere|No voie|B/T/Q|Type de voie|Code voie|Voie|Code postal|Commune|Code departement|Code commune|Prefixe de section|Section|No plan|No Volume|1er lot|Surface Carrez du 1er lot|2eme lot|Surface Carrez du 2eme lot|3eme lot|Surface Carrez du 3eme lot|4eme lot|Surface Carrez du 4eme lot|5eme lot|Surface Carrez du 5eme lot|Nombre de lots|Code type local|Type local|Identifiant local|Surface reelle bati|Nombre pieces principales|Nature culture|Nature culture speciale|Surface terrain
|||||||000001|27/12/2024|Vente|734907,40||||B037|PLEDOUSCASSE|40210|SOLFERINO|40|303||M|124||||||||||||0||||||L||4352
|||||||000001|31/12/2024|Vente|100000,00|101||RUE|1055|DE LA RUELLE|40390|ST-MARTIN-DE-SEIGNANX|40|273||AT|39||||||||||||0|3|Dépendance||0|0|S||431
|||||||000001|08/01/2024|Vente|105500,00|5||RUE|0071|DU MARTINET|41140|SAINT ROMAIN SUR CHER|41|229||AA|71||||||||||||0|1|Maison||115|5|S||631
|||||||000001|09/01/2024|Vente|110000,00||||B338|LA PILARDIERE|41170|COUETRON-AU-PERCHE|41|248|165|A|514||||||||||||0||||||T||26983
|||||||000001|23/01/2024|Vente|151900,00|33||RUE|0870|DES JAVELLES|41200|ROMORANTIN-LANTHENAY|41|194||BC|259||||||||||||0|1|Maison||131|6|S||493
|||||||000001|06/02/2024|Vente|40000,00|7||RUE|0830|DES HAIES|41200|ROMORANTIN-LANTHENAY|41|194||BI|384||||||||||||0|3|Dépendance||0|0|S||620
|||||||000001|16/02/2024|Vente|12000,00||||B054|LE GRAND TOUCHENAULT|41230|GY-EN-SOLOGNE|41|99||E|633||||||||||||0||||||T||3240
|||||||000001|29/02/2024|Vente|625000,00|43|A||B072|LES TERRES DE LA BIOULIERE|41230|LASSAY-SUR-CROISNE|41|112||B|581||||||||||||0|3|Dépendance||0|0|AG||5614
|||||||000001|12/02/2024|Vente|120000,00||||B036|CAVES DE LA DABINERIE|41110|SAINT AIGNAN|41|198||AM|491||||||||||||0||||||S||611
|||||||000001|08/03/2024|Vente|145000,00|3421||RTE|0192|DE SELLES|41200|PRUNIERS-EN-SOLOGNE|41|185||AT|21||||||||||||0|3|Dépendance||0|0|J||902
|||||||000001|22/03/2024|Vente|1,00|122||RUE|2580|MICHEL BEGON|41000|BLOIS|41|18||EX|78||||||||||||0|4|Local industriel. commercial ou assimilé||20|0|S||2378
|||||||000001|21/03/2024|Vente|601568,00|99||AV|0070|DE PARIS|41600|NOUAN LE FUZELIER|41|161||BI|173||||||||||||0|1|Maison||60|2|S||845
|||||||000001|26/03/2024|Vente|3600,00||||B053|VIGNES DU CHATEAU|41800|LAVARDIN|41|113||B|555||||||||||||0||||||J||110
|||||||000001|22/03/2024|Vente|105000,00|4||RUE|0750|DE LA MALTOURNEE|41300|SALBRIS|41|232||AH|811||||||||||||0||||||S||273
|||||||000001|18/03/2024|Vente|135000,00|11||RUE|0027|DU FOUR A CHAUX|41600|NOUAN LE FUZELIER|41|161||BC|46||||||||||||0|3|Dépendance||0|0|S||471
|||||||000002|02/04/2024|Vente|4000000,00||||B051|LES GILBERGINS|41600|NOUAN LE FUZELIER|41|161||AH|184||||||||||||0||||||T||7624
|||||||000001|04/04/2024|Vente|29000,00|||RUE|0030|DE BONNEVILLE|41220|DHUIZON|41|74||AE|388||||||||||||0||||||T||945
|||||||000001|05/04/2024|Vente|300000,00||||B065|LES TERRES DU PLESSIS|41200|MILLANCAY|41|140||G|36||||||||||||0||||||BT||18600
|||||||000001|18/04/2024|Vente|90000,00||||B026|LE BOURG|41150|MESLAND|41|137||C|670||||||||||||0||||||S||265
|||||||000001|06/04/2024|Vente|2062,00||||B019|LES BUFFETIERES|41120|CHAILLES|41|32||AR|323||||||||||||0||||||BP||2678
|||||||000001|12/04/2024|Vente|1200,00||||B131|L IMAGE|41140|SAINT ROMAIN SUR CHER|41|229||B|1134||||||||||||0||||||BP||2950
|||||||000001|29/04/2024|Vente|780925,00||||B062|LES ROCHEFORTS|41300|ORCAY|41|168||AC|162||||||||||||0||||||BF||1125
|||||||000001|22/04/2024|Vente|22000,00||||B358|LES VALLEES-EST|41400|MONTRICHARD VAL DE CHER|41|151|23|E|817||||||||||||0||||||S||3
|||||||000001|18/04/2024|Vente|90000,00||||B014|LES BOULEUSES|41320|LANGON-SUR-CHER|41|110||AP|185||||||||||||0||||||BT||26500
|||||||000001|02/05/2024|Vente|32000,00||||B049|CLOS DES GAUDINES|41120|CHITENAY|41|52||G|491||||||||||||0||||||T||24800
|||||||000001|24/04/2024|Vente|124000,00|9||RUE|0055|DE FONTAINE TISOINE|41200|VILLEFRANCHE-SUR-CHER|41|280||AT|613||||||||||||0|1|Maison||68|3|S||785
|||||||000001|15/05/2024|Vente|5667,00|63||RUE|0129|HENRY DE GEOFFRE|41210|NEUNG SUR BEUVRON|41|159||A|133||||||||||||0|3|Dépendance||0|0|S||1253
|||||||000001|06/05/2024|Vente|62572,00|7||RUE|1065|CORNEILLE|41000|BLOIS|41|18||BW|414||306||346|97,96|||||||2|2|Appartement||98|5|||
|||||||000001|24/05/2024|Vente|280000,00|12||RUE|0063|DE LA JANVERIE|41150|MONTEAUX|41|144||ZA|171||||||||||||0|1|Maison||150|6|S||1500
|||||||000001|24/05/2024|Vente|208000,00|3||RUE|1799|DES URSULES|41100|VENDOME|41|269||AP|840||124|95,32|46||||||||2|2|Appartement||94|4|||
|||||||000001|31/05/2024|Vente|200000,00|13||RUE|0027|DES FICAUDIERES|41120|CANDE-SUR-BEUVRON|41|29||G|1745||||||||||||0|1|Maison||84|3|S||720
|||||||000001|15/05/2024|Vente|130000,00|29||RUE|0028|DU COMMERCE|41400|ANGE|41|2||AK|61||||||||||||0|3|Dépendance||0|0|S||632
|||||||000001|07/06/2024|Vente|110000,00|||RUE|0027|DU FOUR A CHAUX|41600|NOUAN LE FUZELIER|41|161||BC|138||||||||||||0||||||S||113
|||||||000001|15/06/2024|Vente|135000,00|5004||ALL|0030|CASSANDRE|41800|VALLEE-DE-RONSARD|41|70||B|802||||||||||||0|1|Maison||82|4|S||631
|||||||000001|19/06/2024|Vente|170000,00|4|B|RUE|0710|GEORGES RICHARD|41200|ROMORANTIN-LANTHENAY|41|194||BL|453||||||||||||0|1|Maison||160|6|S||722
|||||||000001|18/06/2024|Vente|89000,00|36||RUE|0162|DE LA LIBERATION|41240|BEAUCE LA ROMAINE|41|173||AE|113||||||||||||0|1|Maison||75|3|S||336
|||||||000001|26/06/2024|Vente|195750,00|33||RUE|0047|DE CHEVERNY|41700|LE CONTROIS-EN-SOLOGNE|41|59||BP|163||||||||||||0|1|Maison||80|4|S||1012
|||||||000001|26/06/2024|Vente|65000,00|12||RUE|0120|DE L ENFER|41400|CHISSAY EN TOURAINE|41|51||D|129||||||||||||0|3|Dépendance||0|0|S||67
|||||||000001|17/06/2024|Vente|425000,00|94||RUE|0590|DE LA FORET|41200|ROMORANTIN-LANTHENAY|41|194||CV|40||||||||||||0|3|Dépendance||0|0|J||5376
|||||||000001|26/06/2024|Vente|1400,00||||B016|LA BRIQUETTE|41100|SAINT FIRMIN DES PRES|41|209||ZA|69||||||||||||0||||||T||5440
|||||||000001|27/06/2024|Vente|100000,00|30||RUE|0500|DE LA CLOCHE ROUGE|41100|VENDOME|41|269||AP|283||17|65,00|58||||||||2|2|Appartement||62|2|||
|||||||000001|08/07/2024|Vente|55000,00||||B078|LE CLOS TRICOT|41250|MONT PRES CHAMBORD|41|150||WN|240||||||||||||0||||||S||15
|||||||000002|05/07/2024|Vente|51,00|7||FG|0380|CHARTRAIN|41100|VENDOME|41|269||AP|1096||||||||||||0||||||S||17
|||||||000001|05/07/2024|Vente|182000,00|31||RUE|0124|DES ROBINS|41300|THEILLAY|41|256||AN|792||||||||||||0|3|Dépendance||0|0|S||1550
|||||||000001|19/07/2024|Vente|55500,00|32||RUE|0086|NATIONALE|41500|SAINT-DYE-SUR-LOIRE|41|207||A|173||||||||||||0|1|Maison||75|3|S||70
|||||||000001|24/07/2024|Vente|350000,00||||B100|LES MOLLARDIERES|41230|MUR DE SOLOGNE|41|157||A|647||||||||||||0||||||BF||21380
|||||||000001|19/07/2024|Vente|26000,00||||B145|LES MANSIONNES|41200|ROMORANTIN-LANTHENAY|41|194||AR|293||||||||||||0||||||AB||600
|||||||000001|26/07/2024|Vente|213000,00|116||RUE|1680|DE PRUNIERS|41200|ROMORANTIN-LANTHENAY|41|194||AR|201||||||||||||0||||||J||347
|||||||000001|29/07/2024|Vente|360000,00||||B130|LES SAPINS|41220|CROUY SUR COSSON|41|71||B|967||||||||||||0||||||AG||2770
|||||||000001|31/07/2024|Vente|147000,00|12||RUE|0060|DE L ETANG|41600|SOUVIGNY EN SOLOGNE|41|251||E|298||||||||||||0|1|Maison||70|4|S||209
|||||||000001|02/08/2024|Vente|10000,00||||B049|LES CAVERNES|41130|CHATILLON-SUR-CHER|41|43||F|1362||||||||||||0||||||BT||495
|||||||000001|12/08/2024|Vente|77000,00|262|B|RTE|0070|DE CHAMBORD|41350|HUISSEAU SUR COSSON|41|104||BD|502||4|64,23|||||||||1|2|Appartement||64|3|||
|||||||000001|18/07/2024|Vente|1500000,00||||B015|LA BRETECHE|41230|COURMEMIN|41|68||C|43||||||||||||0||||||BR||66490
|||||||000001|18/07/2024|Vente|1500000,00||||B015|LA BRETECHE|41230|COURMEMIN|41|68||C|1119||||||||||||0||||||T||47505
|||||||000003|05/09/2024|Vente|106000,00||||B031|LE GROS DOS|41170|BEAUCHENE|41|14||B|4||||||||||||0||||||S||330
|||||||000002|25/09/2024|Echange|2000,00||||B177|LES MARCHAIS|41130|SELLES SUR CHER|41|242||ZT|54||||||||||||0||||||BT||4410
|||||||000001|05/10/2024|Vente|25000,00||||B126|LE PRE TALBOT|41100|PEZOU|41|175||D|836||||||||||||0||||||AG||1394
|||||||000001|26/09/2024|Vente|180000,00||||B021|BURTIN|41600|NOUAN LE FUZELIER|41|161||AN|475||||||||||||0||||||BT||19307
|||||||000002|26/09/2024|Vente|159800,00||||B205|BOISVILLE|41240|BEAUCE LA ROMAINE|41|173|133|B|39||||||||||||0||||||S||4250
|||||||000002|02/10/2024|Vente|210000,00|5||IMP|1150|DE L'ISLETTE|41100|VENDOME|41|269||AP|331||||||||||||0|2|Appartement||60|2|J||502
|||||||000001|03/10/2024|Vente|6457,00||||B096|LA COUTURE|41350|VINEUIL|41|295||ZD|51||||||||||||0||||||T||635
|||||||000001|31/10/2024|Vente|20000,00||||B304|LES NURETS|41360|LUNAY|41|120||ZM|362||||||||||||0||||||BT||190
|||||||000001|08/11/2024|Vente|215750,00||||B266|LANDES|41360|SAVIGNY SUR BRAYE|41|238||YZ|168||||||||||||0||||||S||1817
|||||||000001|05/11/2024|Vente|400000,00||||B058|LE REGON|41200|MILLANCAY|41|140||H|146||||||||||||0||||||BT||2000
|||||||000001|15/11/2024|Vente|110000,00||||B238|LE VAU JAGOT|41000|BLOIS|41|18||CR|323||||||||||||0||||||S||256
|||||||000001|04/11/2024|Vente|10394,00||||B078|GRATTE-CHAUX|41400|ANGE|41|2||AO|189||||||||||||0||||||BT||3146
|||||||000001|13/11/2024|Vente|5500000,00|5074|||B037|L ETANG DE CHALES|41600|NOUAN LE FUZELIER|41|161||AM|1063||||||||||||0|4|Local industriel. commercial ou assimilé||2910|0|S||6024
|||||||000002|15/11/2024|Vente|3348,00||||B128|LA PIECE DU PERNAS|41400|ANGE|41|2||ZE|149||||||||||||0||||||T||4300
|||||||000001|05/11/2024|Vente|110000,00||||B210|LES REPENTIRS|41200|ROMORANTIN-LANTHENAY|41|194||AW|420||||||||||||0||||||CH||111
|||||||000001|18/11/2024|Vente|7715,00||||B034|LE BUISSON DE LA MOYERE|41800|HOUSSAY|41|102||ZI|21||||||||||||0||||||E||1960
|||||||000001|20/11/2024|Vente|149900,00|6||RUE|0338|MONTESQUIEU|41350|VINEUIL|41|295||DB|240||||||||||||0|1|Maison||76|4|S||154
|||||||000001|27/11/2024|Vente|11000,00||||B067|LES SABLES|41300|SELLES SAINT DENIS|41|241||AD|259||||||||||||0||||||E||4924
|||||||000001|04/12/2024|Vente|21045,00||||B007|LE BEAUDARD|41130|MEUSNES|41|139||D|543||||||||||||0||||||VI||1710
|||||||000001|11/12/2024|Vente|223000,00||||B022|LA BRUYERE|41120|CELLETTES|41|31||AI|699||||||||||||0||||||VI||417
|||||||000001|06/12/2024|Vente|80000,00||||B014|LE BOURG|41600|NOUAN LE FUZELIER|41|161||AR|737||||||||||||0||||||J||66
|||||||000001|13/12/2024|Vente|630000,00|40||RUE|0043|DES LIVRYS|41600|NOUAN LE FUZELIER|41|161||AX|159||||||||||||0|1|Maison||155|5|E|ETANG|15748
|||||||000001|28/11/2024|Vente|130000,00|14||RUE|0275|DES MOINES|41500|MER|41|136||AR|316||2||3||4||5||6||6|1|Maison||98|3|||
|||||||000001|19/12/2024|Vente|150,00||||B069|LA PAPETERIE|41160|LIGNIERES|41|115||A|974||||||||||||0||||||S||270
|||||||000001|27/12/2024|Vente|1500,00||||B071|LES COUSSEAUX|41300|SALBRIS|41|232||BE|757||||||||||||0||||||L||1788
|||||||000001|26/12/2024|Vente|15790,00||||B240|LES RONCES DE LA PREE VINE|41400|SAINT GEORGES SUR CHER|41|211||ZD|55||||||||||||0||||||T||8160
|||||||000002|27/12/2024|Vente|76800,00||||B081|LA MASSOTERIE|41300|SOUESMES|41|249||E|474||||||||||||0||||||P||25325
|||||||000001|12/01/2024|Vente|120000,00||||B014|LE CHASSEUR|42530|SAINT GENEST LERPT|42|223||AW|278||||||||||||0||||||S||20
|||||||000001|09/02/2024|Vente|35650,00||||B081|LES LITTES|42610|SAINT-ROMAIN-LE-PUY|42|285||ZC|103||||||||||||0||||||P||16650
|||||||000001|13/02/2024|Vente|45000,00||||B026|BOURREAU|42550|USSON-EN-FOREZ|42|318||D|2656||||||||||||0||||||CH|FER|124
|||||||000001|16/02/2024|Vente|70000,00|27||RUE|0310|ANDRE DELORME|42100|SAINT-ETIENNE|42|218||EW|326||19|69,21|35||||||||2|3|Dépendance||0|0|||
|||||||000001|19/02/2024|Vente|235000,00||||B092|RIFFOY|42570|SAINT-HEAND|42|234||AI|8||||||||||||0||||||J|POTAG|199
|||||||000001|24/01/2024|Vente|60550,60||||B021|CHERBLANC|42560|MAROLS|42|140||AB|214||||||||||||0||||||BR|PIN|5163
|||||||000001|02/02/2024|Vente|185000,00|11||RUE|0140|DU PILAT|42420|LORETTE|42|123||H|570||||||||||||0|1|Maison||73|3|S||4
|||||||000001|15/02/2024|Vente|132000,00|34||RUE|0850|PIERRE CURIE|42240|UNIEUX|42|316||AR|460||||||||||||0|3|Dépendance||0|0|S||393
|||||||000001|12/02/2024|Vente|37000,00|21||RUE|3050|ELISE GERVAIS|42000|SAINT-ETIENNE|42|218||EN|21||1||8|42,50|||||||2|2|Appartement||46|3|||
|||||||000001|16/02/2024|Vente|82000,00|11||RUE|0243|DES EGLANTINES|42650|SAINT-JEAN-BONNEFONDS|42|237||AK|66||66||76||||||||2|2|Appartement||64|3|||
|||||||000001|13/03/2024|Vente|9500,00|8||RUE|2750|RENEE PEILLON|42400|SAINT-CHAMOND|42|207|111|AE|28||7||||||||||1|3|Dépendance||0|0|||
|||||||000001|23/02/2024|Vente|201000,00|36|A|RUE|0010|ANTOINE BONHOMME|42530|SAINT GENEST LERPT|42|223||AL|443||||||||||||0|1|Maison||92|4|S||67
|||||||000001|01/03/2024|Vente|500000,00|17||RUE|0560|DES LEGOUVE|42600|MONTBRISON|42|147||BK|556||||||||||||0|2|Appartement||63|3|S||186
|||||||000001|25/03/2024|Vente|79000,00||||B055|LE PONT D AMBERT|42440|CERVIERES|42|34||A|162||||||||||||0||||||T||1638
|||||||000001|26/03/2024|Vente|306600,00|36||RUE|0202|DES VIGNES|42450|SURY-LE-COMTAL|42|304||BE|701||||||||||||0|1|Maison||117|5|S||727
|||||||000001|05/03/2024|Vente|185000,00||||B048|LA RIVOIRE|42220|THELIS-LA-COMBE|42|310||C|945||||||||||||0||||||PA|PATUR|839
|||||||000001|22/03/2024|Vente|11500,00|8||BD|5580|LOUIS LUMIERE|42000|SAINT-ETIENNE|42|218||AK|90||120||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/04/2024|Vente|170000,00|19|B|CRS|0300|MARIN|42152|L HORME|42|110||F|183||23||||||||||1|2|Appartement||66|2|||
|||||||000001|20/03/2024|Vente|103000,00|7||ALL|0069|CLEMENCEAU|42350|LA TALAUDIERE|42|305||AE|287||5||||||||||1|3|Dépendance||0|0|||
|||||||000001|05/04/2024|Vente|152160,00|1065||RTE|0410|DE PROVENCHERE|42920|CHALMAZEL-JEANSAGNIERE|42|39|114|AK|222||||||||||||0|1|Maison||156|5|S||135
|||||||000001|15/04/2024|Vente|161500,00|3||RUE|0225|JEAN CLAUDE DELAY|42420|LORETTE|42|123||H|674||11||27|82,60|||||||2|3|Dépendance||0|0|||
|||||||000001|09/04/2024|Vente|48100,00|44||RUE|4280|GUTENBERG|42100|SAINT-ETIENNE|42|218||KS|16||121||141|35,66|||||||2|3|Dépendance||0|0|||
|||||||000001|18/04/2024|Vente|260000,00||||B002|LE BOURG|42340|VEAUCHE|42|323||ZB|649||||||||||||0||||||S||188
|||||||000001|18/04/2024|Vente|81810,00|6||RUE|1630|JULES VERNE|42400|SAINT-CHAMOND|42|207|244|AH|179||10||25|61,44|||||||2|3|Dépendance||0|0|||
|||||||000001|09/04/2024|Vente|75000,00|46||RUE|5920|MICHELET|42000|SAINT-ETIENNE|42|218||ET|13||105||205|67,72|305||||||3|3|Dépendance||0|0|||
|||||||000001|30/04/2024|Vente|16631,21||||B028|CHATELUS LE MILIEU|42680|SAINT-MARCELLIN-EN-FOREZ|42|256||F|847||||||||||||0||||||T||1510
|||||||000001|07/05/2024|Vente|55300,00|5||RUE|4660|JACQUES BARBIER|42100|SAINT-ETIENNE|42|218||HT|14||115||85||||||||2|3|Dépendance||0|0|||
|||||||000001|06/05/2024|Vente|46000,00|20||RUE|5050|JOSE FRAPPA|42000|SAINT-ETIENNE|42|218||EP|303||1||2||||||||2|4|Local industriel. commercial ou assimilé||177|0|||
|||||||000001|21/05/2024|Vente|390300,00|101||RTE|0280|DE CHAMBLES|42170|SAINT-JUST-SAINT-RAMBERT|42|279||AR|999||||||||||||0||||||S||124
|||||||000001|24/05/2024|Vente|71000,00|23||RUE|6890|PEYRET-LALLIER|42100|SAINT-ETIENNE|42|218||HM|58||73||98|67,20|||||||2|2|Appartement||67|3|||
|||||||000001|15/05/2024|Vente|140000,00|558||CHE|0081|DE LA THIOLLIERE|42320|SAINT-CHRISTO-EN-JAREZ|42|208||B|1114||||||||||||0|1|Maison||76|3|S||218
|||||||000001|17/05/2024|Vente|168000,00||||B037|LA GREFFIERE|42600|CHALAIN-LE-COMTAL|42|38||ZR|21||||||||||||0||||||T||7579
|||||||000001|31/05/2024|Vente|213000,00||||B073|MERIGNEUX|42600|LEZIGNEUX|42|122||AM|27||||||||||||0||||||P||527
|||||||000001|13/05/2024|Vente|66851,20||||B092|LE ROURE|42220|COLOMBIER|42|67||B|195||||||||||||0||||||S||1825
|||||||000001|30/05/2024|Vente|178200,00|5|A|RUE|0016|DES ANCIENS COMBATTANTS|42570|SAINT-HEAND|42|234||AI|60||||||||||||0|1|Maison||84|5|S||233
|||||||000001|12/06/2024|Vente|314800,00||||B029|LA CURE|42530|SAINT GENEST LERPT|42|223||AL|274||||||||||||0||||||J||390
|||||||000001|07/06/2024|Vente|325900,00|||ALL|0023|DES MYOSOTIS|42580|L ETRAT|42|92||BE|106||||||||||||0||||||S||961
|||||||000001|11/06/2024|Vente|43650,00|2||RUE|0500|AUGUSTE KEUFER|42100|SAINT-ETIENNE|42|218||MN|52||224||||||||||1|3|Dépendance||0|0|||
|||||||000001|06/06/2024|Vente|60000,00||||B014|LE CHEVILLON|42600|SAVIGNEUX|42|299||BB|327||||||||||||0||||||AB||898
|||||||000001|05/06/2024|Vente|2500,00||||B022|LES COTES|42520|MACLAS|42|129||B|2250||||||||||||0||||||PA|PATUR|1430
|||||||000001|25/06/2024|Vente|4000,00||||B024|LES COTES|42130|SAINT-SIXTE|42|288||C|531||||||||||||0||||||BT||864
|||||||000001|27/06/2024|Vente|205000,00|54|A|RUE|0555|DU VOLVON|42340|VEAUCHE|42|323||ZC|1358||||||||||||0||||||S||12
|||||||000001|01/07/2024|Vente|85500,00|118||RUE|2520|CROZET BOUSSINGAULT|42100|SAINT-ETIENNE|42|218||KP|4||4002||||||||||1|3|Dépendance||0|0|||
|||||||000001|08/07/2024|Vente|54900,00|14||RUE|7565|REMBRANDT|42100|SAINT-ETIENNE|42|218||IO|5||239||964||||||||2|3|Dépendance||0|0|||
|||||||000001|27/06/2024|Vente|275000,00|2||PL|6790|PAUL PAINLEVE|42000|SAINT-ETIENNE|42|218||EL|11||||||||||||0|3|Dépendance||0|0|S||226
|||||||000001|10/07/2024|Vente|262600,00|44||RUE|6370|MULATIERE|42100|SAINT-ETIENNE|42|218||EV|40||1||11|137,76|||||||2|3|Dépendance||0|0|||
|||||||000001|08/07/2024|Vente|70000,00|32||BD|5140|JULES JANIN|42000|SAINT-ETIENNE|42|218||CI|1||102|52,59|||||||||1|2|Appartement||53|2|||
|||||||000001|16/07/2024|Vente|348100,00||||B090|SUR LA GRANGE|42560|SOLEYMIEUX|42|301||C|1591||||||||||||0||||||T||1783
|||||||000001|18/07/2024|Vente|277000,00|1||LOT|A090|LE CLOS DES VERNES|42340|VEAUCHETTE|42|324||A|916||||||||||||0|1|Maison||90|4|S||748
|||||||000001|18/07/2024|Vente|60000,00|65||RUE|0355|ANTOINE DURAFOUR|42100|SAINT-ETIENNE|42|218||HS|91||19||4||6||8|67,94|||4|2|Appartement||23|1|||
|||||||000002|25/07/2024|Vente|40000,00|10||RUE|8330|DE LA TALAUDIERE|42000|SAINT-ETIENNE|42|218||DN|296||||||||||||0|3|Dépendance||0|0|S||449
|||||||000001|25/07/2024|Vente|4000000,00|101||CRS|3390|FAURIEL|42100|SAINT-ETIENNE|42|218||HZ|80||20||21||22||23||24||27|4|Local industriel. commercial ou assimilé||40|0|||
|||||||000001|29/07/2024|Vente|55000,00|5||RUE|7330|PRESIDENT MAZARICK|42100|SAINT-ETIENNE|42|218||MN|34||67|73,28|||||||||1|2|Appartement||80|4|||
|||||||000001|30/07/2024|Vente|5800,00||||B127|GUERET DE L ETRAT|42380|ST HILAIRE-CUSSON-VALMITTE|42|235||B|2360||||||||||||0||||||B||3080
|||||||000001|01/08/2024|Vente|6000,00|24||AV|7830|DE ROCHETAILLEE|42100|SAINT-ETIENNE|42|218||KX|7||9||||||||||1|3|Dépendance||0|0|||
|||||||000001|25/07/2024|Vente|66000,00|14|B|RUE|4420|HENRI DECHAUD|42100|SAINT-ETIENNE|42|218||HX|111||54|58,82|84||||||||2|3|Dépendance||0|0|||
|||||||000001|05/08/2024|Vente|72260,00|60||RUE|7870|ROGER SALENGRO|42000|SAINT-ETIENNE|42|218||BZ|78||13||5|47,13|||||||2|2|Appartement||49|2|||
|||||||000001|05/08/2024|Vente|7035,00|||RUE|0500|ADAMAS|42210|MONTROND-LES-BAINS|42|149||AD|288||||||||||||0||||||S||469
|||||||000002|02/08/2024|Vente|2700,00||||B027|LE BOURG|42660|SAINT-GENEST-MALIFAUX|42|224||AB|693||||||||||||0||||||AG||27
|||||||000001|06/08/2024|Vente|99000,00|21||RUE|2060|VERDIE|42700|FIRMINY|42|95||AT|97||16||48||||||||2|3|Dépendance||0|0|||
|||||||000001|07/08/2024|Vente|62500,00|33||RUE|1493|DES PERRIERES|42700|FIRMINY|42|95||AI|206||17||20|54,28|6||||||3|2|Appartement||55|3|||
|||||||000001|16/09/2024|Vente|176500,00||||B094|LE POT|42410|PELUSSIN|42|168||E|2493||||||||||||0||||||PA|PATUR|296
|||||||000001|06/09/2024|Vente|45000,00||||B017|LA BORGIA|42320|SAINT-CHRISTO-EN-JAREZ|42|208||B|744||||||||||||0||||||S||245
|||||||000001|03/09/2024|Vente|90000,00||||B022|CADERAT|42140|CHAZELLES SUR LYON|42|59||A|1033||||||||||||0||||||AB||501
|||||||000001|18/09/2024|Vente|107000,00|50|B|RUE|4420|HENRI DECHAUD|42100|SAINT-ETIENNE|42|218||HY|157||36||||||||||1|3|Dépendance||0|0|||
|||||||000001|20/09/2024|Vente|122150,00||||B004|L ALLOT|42170|CHAMBLES|42|42||A|1500||||||||||||0||||||BT||12277
|||||||000001|07/10/2024|Vente|189450,00|6||ALL|7256|DU PORION|42100|SAINT-ETIENNE|42|218|309|AM|124||||||||||||0|1|Maison||96|5|S||271
|||||||000001|18/09/2024|Vente|119000,00|27||RUE|3110|EMILE LITTRE|42100|SAINT-ETIENNE|42|218||MY|115||41||68||||||||2|3|Dépendance||0|0|||
|||||||000001|10/10/2024|Vente|161500,00|314||RTE|0163|DE MONTFRANCHAL|42380|SAINT-NIZIER-DE-FORNAS|42|266||B|461||||||||||||0|1|Maison||99|3|S||190
|||||||000001|07/10/2024|Vente|145259,00|14||RUE|0460|GAMBETTA|42500|LE CHAMBON-FEUGEROLLES|42|44||AR|436||||||||||||0|2|Appartement||85|5|S||148
|||||||000002|05/11/2024|Vente|100000,00||||B007|LE CHAFFAT|42110|POUILLY-LES-FEURS|42|175||B|730||||||||||||0||||||P||330
|||||||000001|05/11/2024|Vente|2000,00|35||RUE|7650|DE LA RESISTANCE|42000|SAINT-ETIENNE|42|218||PW|160||29||||||||||1|2|Appartement||75|3|||
|||||||000001|31/10/2024|Vente|169000,00||||B009|LE BOURG|42260|BUSSY-ALBIEUX|42|30||B|36||||||||||||0||||||VE||780
|||||||000001|20/11/2024|Vente|81300,00|16||RUE|2680|DENIS PAPIN|42100|SAINT-ETIENNE|42|218||MY|54||56|45,30|60||||||||2|2|Appartement||42|2|||
|||||||000001|29/11/2024|Vente|42750,00|26||RUE|3110|EMILE LITTRE|42100|SAINT-ETIENNE|42|218||MY|37||1|39,12|||||||||1|2|Appartement||39|1|||
|||||||000001|03/12/2024|Vente|51000,00|20||RUE|5950|DU MIDI|42000|SAINT-ETIENNE|42|218||AP|93||54||||||||||1|3|Dépendance||0|0|||
|||||||000001|29/11/2024|Vente|90000,00|13|B|RUE|0660|LEO LAGRANGE|42240|UNIEUX|42|316||AW|191||||||||||||0|3|Dépendance||0|0|S||121
|||||||000001|29/11/2024|Vente|295000,00|15||RUE|2884|DOMINIQUE LEPRINCE RINGUET|42100|SAINT-ETIENNE|42|218||KO|57||||||||||||0|1|Maison||157|5|AG||1403
|||||||000001|12/12/2024|Vente|444000,00||||B006|BEAUGENDRE|42110|PONCINS|42|174||AC|270||||||||||||0||||||S||363
|||||||000001|09/12/2024|Vente|5000,00||||B005|LA CHAMPINIERE|42800|SAINT-ROMAIN-EN-JAREZ|42|283||C|465||||||||||||0||||||PA|PATUR|8050
|||||||000001|16/12/2024|Vente|264600,00|20||ALL|0400|LES SAULES|42110|CHAMBEON|42|41||ZP|28||||||||||||0|1|Maison||92|4|S||522
|||||||000001|16/12/2024|Vente|376925,00|11||RTE|0100|DE LA ROUSSILLIERE|42800|TARTARAS|42|307||AA|329||||||||||||0|3|Dépendance||0|0|AG||892
|||||||000001|06/12/2024|Vente|1400,00||||B021|BOIS GOURNIER|42920|CHALMAZEL-JEANSAGNIERE|42|39||BL|144||||||||||||0||||||BR|SAPIN|7811
|||||||000001|13/12/2024|Vente|1030550,90|540||RUE|0047|DU FOREZ|42140|VIRICELLES|42|335||A|1094||||||||||||0||||||AB||460
